DateTimeOfCall,HourlyNotionalCost,IncidentNotionalCost,AnimalGroupParent,WardCode,Ward,Latitude,Longitude
29/12/2010 15:20,260,780,Dog,E05000593,Chingford Green,51.63274032,0.019603981
29/12/2010 20:10,260,260,Cat,E05009332,Shadwell,51.51457379,-0.060644895
31/12/2010 10:53,260,260,Unknown - Heavy Livestock Animal,E05000285,Belmont,NULL,NULL
31/12/2010 11:31,260,260,Bird,E05000285,Belmont,NULL,NULL
31/12/2010 14:39,260,260,Cat,E05000567,Sutton West,NULL,NULL
01/01/2011 13:21,260,260,Cat,E05000450,Perry Vale,NULL,NULL
01/01/2011 14:09,260,520,Bird,E05000552,Surrey Docks,51.49320749,-0.040663524
02/01/2011 08:56,260,260,Fox,E05000277,St. Ann's,51.58296906,-0.093936269
02/01/2011 16:13,260,260,Cat,E05000173,Ealing Broadway,NULL,NULL
04/01/2011 17:30,260,260,Unknown - Domestic Animal Or Pet,E05000115,Cray Valley West,NULL,NULL
04/01/2011 18:56,260,260,Unknown - Domestic Animal Or Pet,E05000115,Cray Valley West,51.39535016,0.109902056
05/01/2011 09:24,260,260,Cat,E05000103,Welsh Harp,51.56566724,-0.258829183
05/01/2011 11:16,260,260,Cat,E05000115,Cray Valley West,NULL,NULL
06/01/2011 20:41,260,260,Dog,E05000318,Rainham and Wennington,NULL,NULL
08/01/2011 10:21,260,260,Dog,E05000353,Hanworth,51.43613309,-0.39188165
08/01/2011 17:00,260,260,Bird,E05009391,Chelsea Riverside,51.4783848,-0.184635031
08/01/2011 17:03,260,520,Dog,E05000417,Brixton Hill,NULL,NULL
08/01/2011 17:42,260,260,Fox,E05011472,Norbury & Pollards Hill,NULL,NULL
09/01/2011 08:52,260,520,Cat,E05000053,Golders Green,51.58592221,-0.201815711
12/01/2011 12:54,260,260,Cat,E05000434,Thurlow Park,NULL,NULL
13/01/2011 00:52,260,260,Cat,E05000639,Little Venice,NULL,NULL
13/01/2011 12:39,260,260,Dog,E05000519,"Ham, Petersham and Richmond Riverside",51.44149096,-0.309372564
13/01/2011 18:12,260,260,Cat,E05000639,Little Venice,NULL,NULL
13/01/2011 19:10,260,260,Fox,E05000648,Westbourne,51.51880514,-0.200872308
17/01/2011 07:24,260,260,Deer,E05000057,Mill Hill,51.62320161,-0.235404973
19/01/2011 09:48,260,260,Cat,E05000371,Finsbury Park,51.56344396,-0.112686218
20/01/2011 09:01,260,260,Cat,E05000557,Belmont,51.35047125,-0.196228217
25/01/2011 16:47,260,260,Cat,E05000521,Hampton North,51.42653316,-0.383012663
26/01/2011 16:44,260,260,Cat,E05000035,Longbridge,NULL,NULL
27/01/2011 16:43,260,260,Cat,E05011095,Borough & Bankside,51.50316864,-0.097267753
29/01/2011 12:15,260,260,Cat,E05000131,Cantelowes,51.54596829,-0.132158786
29/01/2011 20:22,260,260,Cat,E05000332,Hillingdon East,NULL,NULL
01/02/2011 11:30,260,260,Cat,E05000559,Carshalton South and Clockhouse,51.3591229,-0.159835861
03/02/2011 10:50,260,260,Dog,E05000372,Highbury East,NULL,NULL
04/02/2011 07:40,260,520,Horse,E05000059,Totteridge,51.61515507,-0.192369619
04/02/2011 11:30,260,780,Dog,E05000607,Valley,51.61314996,-0.033076692
06/02/2011 11:00,260,260,Dog,E05000446,Ladywell,51.45224964,-0.022742987
07/02/2011 17:53,260,260,Dog,E05000378,St. George's,51.55758978,-0.122767119
08/02/2011 10:25,260,260,Cat,E05011104,London Bridge & West Bermondsey,NULL,NULL
09/02/2011 14:39,260,260,Dog,E05000322,Squirrel's Heath,51.57670512,0.214167528
10/02/2011 00:42,260,520,Cat,E05000423,Herne Hill,51.46965491,-0.100735643
11/02/2011 11:12,260,260,Cat,E05000517,East Sheen,NULL,NULL
12/02/2011 10:10,260,260,Cat,E05000435,Tulse Hill,NULL,NULL
13/02/2011 13:42,260,260,Cat,E05000198,Enfield Highway,51.65354049,-0.033366267
13/02/2011 18:24,260,260,Cat,E05000381,Tollington,NULL,NULL
15/02/2011 08:52,260,260,Fox,E05000313,Havering Park,51.60745371,0.176120774
18/02/2011 15:36,260,260,Cat,E05000036,Mayesbrook,NULL,NULL
20/02/2011 15:47,260,260,Cat,E05009381,London Fields,51.54160043,-0.058168844
21/02/2011 17:24,260,520,Dog,E05000105,Willesden Green,NULL,NULL
21/02/2011 19:53,260,260,Cat,E05000138,Holborn and Covent Garden,NULL,NULL
22/02/2011 20:44,260,260,Cat,E05000100,Stonebridge,51.54693026,-0.255420093
25/02/2011 10:12,260,260,Dog,E05000052,Garden Suburb,51.58281473,-0.19154619
28/02/2011 11:51,260,260,Cat,E05000060,Underhill,NULL,NULL
01/03/2011 22:45,260,260,Cat,E05000476,Boleyn,NULL,NULL
02/03/2011 16:44,260,780,Bird,E05000611,Bedford,51.43305651,-0.144105048
03/03/2011 11:56,260,260,Bird,E05000144,Swiss Cottage,NULL,NULL
03/03/2011 15:57,260,260,Cat,E05000218,Eltham North,51.45745092,0.054479912
04/03/2011 11:48,260,260,Cat,E05011109,Old Kent Road,51.48619972,-0.070333565
05/03/2011 05:56,260,260,Unknown - Heavy Livestock Animal,E05000062,West Hendon,NULL,NULL
05/03/2011 16:20,260,520,Cat,E05000060,Underhill,51.64573674,-0.202846772
05/03/2011 19:34,260,260,Bird,E05000043,Brunswick Park,NULL,NULL
05/03/2011 20:35,260,260,Cat,E05000419,Clapham Town,51.46440903,-0.137535716
05/03/2011 21:18,260,260,Cat,E05000380,St. Peter's,51.53542845,-0.103549982
06/03/2011 13:30,260,260,Cat,E05009375,Haggerston,NULL,NULL
06/03/2011 21:17,260,260,Dog,E05000352,Feltham West,NULL,NULL
06/03/2011 22:41,260,260,Dog,E05000121,Mottingham and Chislehurst North,NULL,NULL
07/03/2011 20:57,260,260,Fox,E05000489,Plaistow North,51.5298336,0.026624686
08/03/2011 13:36,260,260,Cat,E05000572,Worcester Park,NULL,NULL
08/03/2011 14:15,260,260,Dog,E05009320,Bow West,51.53487601,-0.044756699
09/03/2011 15:06,260,260,Cat,E05000131,Cantelowes,51.54605285,-0.139179131
09/03/2011 15:11,260,260,Bird,E05000177,Greenford Broadway,NULL,NULL
10/03/2011 14:53,260,260,Dog,E05000280,Tottenham Green,51.58823081,-0.064368191
11/03/2011 05:13,260,260,Cat,E05000128,Belsize,NULL,NULL
13/03/2011 17:47,260,260,Bird,E05000414,Tolworth and Hook Rise,NULL,NULL
14/03/2011 09:44,260,520,Cat,E05000569,Wallington North,51.36747262,-0.157245672
15/03/2011 02:27,260,260,Cat,E05000114,Cray Valley East,NULL,NULL
15/03/2011 09:47,260,260,Dog,E05000176,Elthorne,51.50421271,-0.343320137
15/03/2011 17:37,260,260,Cat,E05011106,North Bermondsey,NULL,NULL
18/03/2011 12:22,260,780,Dog,E05000060,Underhill,51.64205028,-0.194667623
19/03/2011 03:27,260,260,Cat,E05000427,Prince's,NULL,NULL
19/03/2011 16:42,260,260,Bird,E05000223,Kidbrooke with Hornfair,NULL,NULL
19/03/2011 17:40,260,520,Cat,E05000189,Southall Broadway,51.50865861,-0.375726553
20/03/2011 13:07,260,260,Bird,E05009323,Canary Wharf,51.49437874,-0.024189882
20/03/2011 13:50,260,260,Cat,E05000484,Forest Gate South,NULL,NULL
20/03/2011 15:19,260,260,Cat,E05011113,Rye Lane,NULL,NULL
21/03/2011 13:17,260,260,Cat,E05000251,Askew,NULL,NULL
21/03/2011 17:41,260,260,Cat,E05000593,Chingford Green,51.6317873,0.007524848
23/03/2011 11:09,260,260,Cat,E05000375,Holloway,NULL,NULL
24/03/2011 09:54,260,260,Bird,E05009335,Weavers,51.52426698,-0.064399048
25/03/2011 09:32,260,260,Cat,E05000033,Goresbrook,51.53765289,0.138296138
25/03/2011 12:00,260,260,Cat,E05000442,Downham,NULL,NULL
25/03/2011 14:06,260,260,Dog,E05000113,Copers Cope,NULL,NULL
25/03/2011 14:43,260,260,Cat,E05000348,Chiswick Homefields,NULL,NULL
25/03/2011 15:30,260,260,Dog,E05000049,East Finchley,51.60184173,-0.171180504
26/03/2011 09:53,260,NULL,Dog,E05000416,Bishop's,51.49495659,-0.12171203
27/03/2011 17:16,260,260,Cat,E05000560,Cheam,NULL,NULL
27/03/2011 22:55,260,260,Bird,E05000409,Norbiton,51.41240758,-0.286330534
28/03/2011 18:12,260,520,Cat,E05009387,Woodberry Down,NULL,NULL
29/03/2011 10:23,260,260,Cat,E05000111,Chislehurst,51.41850861,0.063864411
29/03/2011 12:37,260,260,Cat,E05000649,West End,NULL,NULL
29/03/2011 17:05,260,260,Cat,E05009396,Golborne,NULL,NULL
30/03/2011 00:03,260,260,Cat,E05000454,Whitefoot,51.43092955,-0.017002403
30/03/2011 10:07,260,260,Cat,E05000486,Green Street West,NULL,NULL
30/03/2011 14:24,260,260,Unknown - Domestic Animal Or Pet,E05000103,Welsh Harp,NULL,NULL
31/03/2011 09:04,260,260,Cat,E05000494,West Ham,NULL,NULL
31/03/2011 16:18,260,260,Bird,E05000187,Perivale,51.53249966,-0.310299286
31/03/2011 18:15,260,260,Bird,E05000258,North End,NULL,NULL
01/04/2011 03:48,260,260,Fox,E05000268,Bruce Grove,NULL,NULL
01/04/2011 07:20,260,260,Cat,E05000619,Northcote,NULL,NULL
01/04/2011 09:33,260,780,Unknown - Domestic Animal Or Pet,E05000557,Belmont,51.35047125,-0.196228217
02/04/2011 19:32,260,260,Cat,E05000462,Hillside,51.42244547,-0.206557312
02/04/2011 20:02,260,260,Dog,E05000212,Upper Edmonton,NULL,NULL
03/04/2011 14:42,260,260,Fox,E05000176,Elthorne,51.51160347,-0.323625299
05/04/2011 11:40,260,260,Bird,E05000138,Holborn and Covent Garden,51.51947175,-0.116162632
05/04/2011 19:37,260,260,Cat,E05000484,Forest Gate South,NULL,NULL
06/04/2011 02:03,260,2340,Horse,E05000600,Higham Hill,51.60175833,-0.03856555
06/04/2011 10:39,260,260,Dog,E05000108,Bromley Common and Keston,NULL,NULL
06/04/2011 18:50,260,260,Cat,E05000380,St. Peter's,51.53552427,-0.103358545
07/04/2011 17:30,260,260,Bird,E05000376,Junction,51.56521484,-0.132307906
07/04/2011 19:59,260,260,Dog,E05000607,Valley,51.61023604,-0.018629105
08/04/2011 11:30,260,260,Bird,E05000421,Ferndale,51.45977304,-0.123703249
09/04/2011 20:58,260,260,Cat,E05000416,Bishop's,NULL,NULL
10/04/2011 09:33,260,260,Cat,E05000306,Brooklands,51.5682086,0.175140577
10/04/2011 17:05,260,260,Cat,E05000321,South Hornchurch,51.52314992,0.193205084
11/04/2011 09:23,260,520,Unknown - Domestic Animal Or Pet,E05000376,Junction,51.56185119,-0.138505293
11/04/2011 13:35,260,260,Unknown - Domestic Animal Or Pet,E05000179,Hanger Hill,NULL,NULL
11/04/2011 17:39,260,260,Cat,E05009327,Mile End,NULL,NULL
12/04/2011 12:59,260,260,Dog,E05011245,Hainault,NULL,NULL
12/04/2011 17:06,260,260,Cat,E05000375,Holloway,51.549657,-0.116516507
12/04/2011 18:55,260,260,Cat,E05000413,Surbiton Hill,51.38223011,-0.303164177
14/04/2011 12:00,260,260,Bird,E05000527,St. Margarets and North Twickenham,51.45101457,-0.342785509
15/04/2011 16:18,260,260,Fox,E05000326,Brunel,NULL,NULL
15/04/2011 16:38,260,260,Cat,E05009393,Courtfield,NULL,NULL
16/04/2011 19:57,260,260,Cat,E05000482,East Ham South,51.51991765,0.053312419
17/04/2011 01:16,260,260,Dog,E05000440,Catford South,51.44312371,-0.018057323
17/04/2011 10:07,260,260,Bird,E05000604,Leyton,NULL,NULL
17/04/2011 17:35,260,520,Bird,E05000423,Herne Hill,51.46713935,-0.093684469
18/04/2011 11:18,260,260,Bird,E05000419,Clapham Town,NULL,NULL
19/04/2011 09:44,260,260,Cat,E05000086,Barnhill,51.5776778,-0.284897421
19/04/2011 11:59,260,260,Bird,E05000549,Rotherhithe,51.49271549,-0.055940526
19/04/2011 17:08,260,260,Cat,E05000086,Barnhill,51.5776778,-0.284897421
19/04/2011 19:59,260,260,Bird,E05000343,West Ruislip,NULL,NULL
19/04/2011 20:42,260,260,Cat,E05000051,Finchley Church End,NULL,NULL
19/04/2011 21:42,260,260,Cat,E05011480,Selsdon & Addington Village,51.35785456,-0.033058089
19/04/2011 22:29,260,260,Cat,E05000262,Sands End,NULL,NULL
20/04/2011 13:59,260,260,Cat,E05000401,Berrylands,51.39219993,-0.299849034
20/04/2011 22:47,260,260,Cat,E05000274,Muswell Hill,NULL,NULL
21/04/2011 16:49,260,260,Cat,E05000509,Monkhams,51.62184166,0.021677015
22/04/2011 11:59,260,260,Bird,E05000455,Abbey,NULL,NULL
22/04/2011 13:23,260,260,Cat,E05000487,Little Ilford,NULL,NULL
22/04/2011 13:36,260,260,Cat,E05000380,St. Peter's,51.5353471,-0.103524526
22/04/2011 14:12,260,520,Cat,E05000270,Fortis Green,51.59201335,-0.149977421
22/04/2011 14:50,260,260,Cat,E05011477,Purley Oaks & Riddlesdown,51.34742184,-0.094463366
22/04/2011 14:50,260,260,Cat,E05000255,Fulham Reach,NULL,NULL
22/04/2011 18:29,260,260,Cat,E05009319,Bow East,NULL,NULL
23/04/2011 11:03,260,260,Cat,E05000454,Whitefoot,51.43484741,0.004863815
23/04/2011 16:09,260,260,Cat,E05000113,Copers Cope,NULL,NULL
23/04/2011 17:11,260,260,Cat,E05009321,Bromley North,51.52481074,-0.016730666
24/04/2011 17:36,260,260,Dog,E05011219,Bexleyheath,NULL,NULL
25/04/2011 16:55,260,520,Cat,E05000268,Bruce Grove,NULL,NULL
26/04/2011 07:40,260,260,Cat,E05000219,Eltham South,NULL,NULL
26/04/2011 19:33,260,260,Bird,E05000401,Berrylands,51.38934083,-0.292466624
27/04/2011 12:11,260,260,Cat,E05009374,Hackney Wick,NULL,NULL
28/04/2011 11:41,260,520,Cat,E05000100,Stonebridge,NULL,NULL
28/04/2011 19:05,260,260,Cat,E05000371,Finsbury Park,51.56273502,-0.108315098
28/04/2011 22:59,260,260,Cat,E05009333,Spitalfields & Banglatown,NULL,NULL
29/04/2011 14:46,260,260,Cat,E05000484,Forest Gate South,NULL,NULL
29/04/2011 18:07,260,260,Bird,E05000380,St. Peter's,51.53185885,-0.104693263
29/04/2011 21:06,260,780,Dog,E05000544,Newington,51.48380056,-0.096302632
30/04/2011 08:59,260,260,Deer,E05000156,Kenley,51.32169552,-0.09350582
30/04/2011 11:33,260,260,Cat,E05000061,West Finchley,NULL,NULL
30/04/2011 16:01,260,520,Cat,E05000571,Wandle Valley,51.38358024,-0.172866954
30/04/2011 18:30,260,260,Cat,E05000212,Upper Edmonton,51.6134475,-0.063931317
01/05/2011 11:00,260,260,Fox,E05000042,Whalebone,51.56363005,0.140451933
01/05/2011 12:37,260,260,Bird,E05000275,Noel Park,51.59398057,-0.107552187
01/05/2011 15:36,260,260,Cat,E05009394,Dalgarno,51.52378421,-0.218954737
01/05/2011 16:11,260,260,Dog,E05000034,Heath,51.55906258,0.156136425
02/05/2011 17:15,260,260,Dog,E05000250,Addison,NULL,NULL
02/05/2011 22:21,260,1040,Deer,E05000200,Grange,51.64065537,-0.093916484
03/05/2011 19:21,260,260,Cat,E05000268,Bruce Grove,51.59593531,-0.073526734
03/05/2011 21:08,260,260,Cat,E05000145,West Hampstead,51.55067588,-0.19215735
04/05/2011 13:40,260,260,Cat,E05000460,Figge's Marsh,51.40760298,-0.151850703
05/05/2011 12:57,260,260,Bird,E05000046,Colindale,51.59409144,-0.248472738
05/05/2011 13:17,260,260,Unknown - Domestic Animal Or Pet,E05000254,Fulham Broadway,NULL,NULL
05/05/2011 18:00,260,1040,Cat,E05000486,Green Street West,51.54298697,0.028881817
05/05/2011 18:02,260,260,Bird,E05000274,Muswell Hill,51.58316788,-0.125235525
06/05/2011 14:02,260,260,Fox,E05009379,King's Park,51.55099867,-0.039291041
06/05/2011 19:01,260,520,Cat,E05000356,Heston East,51.49539387,-0.37825823
06/05/2011 21:33,260,260,Bird,E05000228,Thamesmead Moorings,NULL,NULL
07/05/2011 19:09,260,260,Unknown - Heavy Livestock Animal,E05000222,Greenwich West,NULL,NULL
07/05/2011 21:25,260,260,Bird,E05000448,Lewisham Central,51.46102959,-0.010155936
09/05/2011 06:30,260,260,Cat,E05011230,Sidcup,NULL,NULL
09/05/2011 08:41,260,260,Cat,E05000379,St. Mary's,NULL,NULL
09/05/2011 16:43,260,260,Dog,E05000317,Pettits,NULL,NULL
09/05/2011 23:17,260,260,Cat,E05000446,Ladywell,51.46093671,-0.038260516
10/05/2011 15:23,260,260,Cat,E05000360,Hounslow South,51.46337855,-0.350399499
11/05/2011 08:06,260,260,Cat,E05000477,Canning Town North,NULL,NULL
11/05/2011 11:35,260,260,Bird,E05011473,Norbury Park,NULL,NULL
11/05/2011 13:13,260,260,Dog,E05009317,Bethnal Green,NULL,NULL
11/05/2011 20:54,260,260,Bird,E05011111,Peckham Rye,NULL,NULL
11/05/2011 22:37,260,260,Cat,E05000433,Thornton,NULL,NULL
12/05/2011 09:56,260,260,Cat,E05000594,Endlebury,51.62958242,0.001301014
12/05/2011 21:55,260,520,Cat,E05011233,West Heath,51.47070718,0.133479428
13/05/2011 12:45,260,260,Cat,E05000281,Tottenham Hale,NULL,NULL
13/05/2011 12:46,260,260,Squirrel,E05000281,Tottenham Hale,NULL,NULL
13/05/2011 18:50,260,260,Cat,E05000634,Church Street,51.52528269,-0.170242371
14/05/2011 01:18,260,260,Dog,E05000055,Hendon,51.59198151,-0.225324552
14/05/2011 11:14,260,260,Bird,E05000649,West End,51.51199896,-0.137008
14/05/2011 12:27,260,260,Unknown - Heavy Livestock Animal,E05011109,Old Kent Road,NULL,NULL
14/05/2011 19:57,260,260,Bird,E05000464,Longthornton,NULL,NULL
14/05/2011 23:29,260,260,Cat,E05000229,Woolwich Common,NULL,NULL
15/05/2011 09:50,260,260,Bird,E05000347,Brentford,51.49159367,-0.315356649
15/05/2011 11:41,260,260,Cat,E05009317,Bethnal Green,NULL,NULL
15/05/2011 14:30,260,260,Cat,E05011108,Nunhead & Queen's Road,NULL,NULL
15/05/2011 14:45,260,260,Cat,E05009331,St. Peter's,51.53273102,-0.056917017
15/05/2011 19:58,260,260,Bird,E05000423,Herne Hill,51.46977058,-0.097332809
17/05/2011 09:16,260,260,Cat,E05000594,Endlebury,51.63061519,-0.001789062
17/05/2011 09:45,260,520,Cat,E05000404,Chessington North and Hook,51.36996654,-0.308314911
17/05/2011 12:22,260,260,Cat,E05000043,Brunswick Park,NULL,NULL
17/05/2011 16:45,260,260,Dog,E05000104,Wembley Central,51.55174311,-0.30403294
17/05/2011 22:12,260,NULL,Unknown - Heavy Livestock Animal,E05000351,Feltham North,51.46065666,-0.41380766
19/05/2011 22:03,260,260,Bird,E05000371,Finsbury Park,NULL,NULL
21/05/2011 12:17,260,260,Cat,E05000643,Regent's Park,51.52649077,-0.171592307
21/05/2011 23:20,260,260,Dog,E05000123,Penge and Cator,51.41477577,-0.059838506
22/05/2011 15:53,260,260,Cat,E05000608,William Morris,51.58849742,-0.022649597
22/05/2011 20:46,260,260,Bird,E05000545,Nunhead,NULL,NULL
23/05/2011 10:47,260,260,Cat,E05000611,Bedford,51.43483543,-0.148550636
24/05/2011 18:13,260,520,Cat,E05000362,Isleworth,51.47115008,-0.332740075
25/05/2011 09:30,260,520,Deer,E05000152,Croham,51.34790456,-0.078876678
25/05/2011 19:30,260,260,Cat,E05000301,Roxbourne,51.56063549,-0.377770694
25/05/2011 23:59,260,260,Cat,E05011110,Peckham,NULL,NULL
26/05/2011 12:19,260,780,Horse,E05000593,Chingford Green,51.63486678,0.012545269
26/05/2011 21:30,260,260,Cat,E05000343,West Ruislip,51.58616486,-0.436058375
27/05/2011 06:50,260,2340,Horse,E05000600,Higham Hill,51.6014703,-0.03854908
27/05/2011 16:28,260,260,Bird,E05000188,South Acton,NULL,NULL
28/05/2011 10:50,260,260,Cat,E05009393,Courtfield,NULL,NULL
28/05/2011 13:39,260,260,Bird,E05009369,Clissold,51.55534351,-0.082338372
28/05/2011 23:33,260,260,Cat,E05000479,Custom House,NULL,NULL
29/05/2011 10:24,260,260,Cat,E05009327,Mile End,NULL,NULL
29/05/2011 14:28,260,260,Bird,E05000476,Boleyn,51.53446279,0.034010859
30/05/2011 13:22,260,260,Cat,E05000640,Maida Vale,NULL,NULL
31/05/2011 08:46,260,NULL,Bird,E05009318,Blackwall & Cubitt Town,51.49409505,-0.009017979
31/05/2011 10:52,260,260,Dog,E05000028,Becontree,51.56295514,0.119152713
01/06/2011 07:56,260,260,Bird,E05000378,St. George's,NULL,NULL
01/06/2011 09:33,260,260,Dog,E05000219,Eltham South,51.44695572,0.087080691
01/06/2011 19:07,260,260,Cat,E05000622,St. Mary's Park,NULL,NULL
02/06/2011 11:33,260,260,Bird,E05000142,Regent's Park,51.52614684,-0.144532273
03/06/2011 19:19,260,260,Cat,E05000451,Rushey Green,NULL,NULL
03/06/2011 19:47,260,260,Bird,E05000257,Munster,NULL,NULL
04/06/2011 10:44,260,260,Cat,E05000524,Kew,NULL,NULL
04/06/2011 13:38,260,260,Cat,E05011100,Dulwich Village,NULL,NULL
04/06/2011 19:15,260,260,Bird,E05000540,East Walworth,51.48525823,-0.078712897
06/06/2011 19:30,260,520,Dog,E05000200,Grange,51.64990226,-0.087991832
08/06/2011 11:05,260,260,Cat,E05009393,Courtfield,NULL,NULL
09/06/2011 16:54,260,260,Cat,E05011472,Norbury & Pollards Hill,NULL,NULL
09/06/2011 18:52,260,260,Cat,E05000092,Kensal Green,NULL,NULL
09/06/2011 21:41,260,260,Cat,E05011488,West Thornton,51.38771948,-0.120687671
10/06/2011 07:01,260,1040,Bird,E05000203,Jubilee,51.62610041,-0.032617754
10/06/2011 11:26,260,780,Bird,E05000630,Abbey Road,NULL,NULL
10/06/2011 19:06,260,260,Bird,E05000407,Coombe Vale,NULL,NULL
11/06/2011 10:54,260,260,Bird,E05011241,Cranbrook,NULL,NULL
12/06/2011 07:34,260,260,Cat,E05000490,Plaistow South,NULL,NULL
13/06/2011 11:38,260,260,Cat,E05011108,Nunhead & Queen's Road,NULL,NULL
14/06/2011 00:35,260,260,Cat,E05000367,Bunhill,NULL,NULL
14/06/2011 14:42,260,260,Cat,E05000528,South Richmond,51.46011227,-0.309850557
14/06/2011 15:30,260,520,Dog,E05000126,Shortlands,51.40290951,0.005623159
14/06/2011 16:16,260,260,Cat,E05000474,Wimbledon Park,NULL,NULL
14/06/2011 20:01,260,260,Squirrel,E05009374,Hackney Wick,NULL,NULL
14/06/2011 22:01,260,260,Cat,E05009321,Bromley North,NULL,NULL
15/06/2011 23:26,260,260,Cat,E05000198,Enfield Highway,NULL,NULL
16/06/2011 09:33,260,260,Bird,E05000188,South Acton,NULL,NULL
16/06/2011 17:17,260,260,Cat,E05000364,Syon,NULL,NULL
17/06/2011 23:15,260,260,Cat,E05000445,Grove Park,51.43082919,0.032971641
18/06/2011 00:02,260,260,Cat,E05000358,Hounslow Central,NULL,NULL
18/06/2011 01:03,260,260,Cat,E05011115,St. Giles,NULL,NULL
18/06/2011 08:45,260,260,Bird,E05000569,Wallington North,51.36887064,-0.155221322
18/06/2011 12:16,260,260,Cat,E05000143,St. Pancras and Somers Town,NULL,NULL
18/06/2011 16:58,260,260,Bird,E05011247,Loxford,NULL,NULL
19/06/2011 11:56,260,260,Bird,E05000180,Hobbayne,NULL,NULL
19/06/2011 16:55,260,260,Dog,E05000113,Copers Cope,NULL,NULL
19/06/2011 21:13,260,260,Dog,E05000442,Downham,51.42190432,-0.007137475
20/06/2011 05:02,260,260,Ferret,E05009389,Brompton & Hans Town,NULL,NULL
21/06/2011 01:06,260,260,Bird,E05000471,Trinity,NULL,NULL
22/06/2011 00:32,260,260,Fox,E05000619,Northcote,NULL,NULL
22/06/2011 16:37,260,260,Bird,E05000338,South Ruislip,51.55656957,-0.398616075
22/06/2011 18:50,260,260,Dog,E05000647,Warwick,51.49171683,-0.138483596
22/06/2011 20:42,260,260,Bird,E05009367,Brownswood,NULL,NULL
22/06/2011 21:26,260,260,Cat,E05000314,Heaton,51.61111291,0.217950246
24/06/2011 13:23,260,1040,Cat,E05011109,Old Kent Road,NULL,NULL
24/06/2011 13:24,260,260,Bird,E05000381,Tollington,51.5674652,-0.113342272
24/06/2011 13:33,260,260,Bird,E05000198,Enfield Highway,NULL,NULL
25/06/2011 07:38,260,260,Cat,E05011109,Old Kent Road,NULL,NULL
25/06/2011 12:27,260,520,Deer,E05009326,Limehouse,51.51194475,-0.031846037
25/06/2011 14:08,260,260,Unknown - Heavy Livestock Animal,E05000298,Pinner South,NULL,NULL
25/06/2011 15:12,260,260,Cat,E05011109,Old Kent Road,NULL,NULL
26/06/2011 23:22,260,260,Cat,E05000417,Brixton Hill,NULL,NULL
27/06/2011 17:57,260,260,Bird,E05000641,Marylebone High Street,51.51996161,-0.152048634
27/06/2011 23:22,260,260,Cat,E05011237,Chadwell,NULL,NULL
28/06/2011 10:41,260,260,Fox,E05000559,Carshalton South and Clockhouse,51.32491293,-0.15292353
28/06/2011 17:52,260,520,Bird,E05000376,Junction,NULL,NULL
28/06/2011 21:25,260,260,Bird,E05000316,Mawneys,NULL,NULL
29/06/2011 09:20,260,260,Bird,E05000354,Hanworth Park,51.44567931,-0.408109769
29/06/2011 13:09,260,260,Dog,E05000370,Clerkenwell,51.52455963,-0.110445711
29/06/2011 21:04,260,2340,Deer,E05009327,Mile End,51.51526084,-0.025289165
30/06/2011 16:02,260,260,Dog,E05009398,Norland,NULL,NULL
01/07/2011 17:54,260,260,Dog,E05000622,St. Mary's Park,51.46841173,-0.179976883
02/07/2011 06:00,260,260,Cat,E05009386,Victoria,NULL,NULL
02/07/2011 09:13,260,260,Dog,E05011106,North Bermondsey,51.49203356,-0.058202438
02/07/2011 11:29,260,260,Cat,E05000635,Harrow Road,NULL,NULL
03/07/2011 09:54,260,260,Bird,E05011246,Ilford Town,51.56093357,0.081388218
03/07/2011 11:46,260,520,Cat,E05009401,Queen's Gate,NULL,NULL
03/07/2011 15:03,260,260,Cat,E05000286,Canons,51.60364431,-0.297637445
03/07/2011 20:19,260,260,Cat,E05009329,St. Dunstan's,NULL,NULL
03/07/2011 21:13,260,260,Bird,E05009328,Poplar,51.51067425,-0.015687723
04/07/2011 10:22,260,260,Cat,E05000197,Edmonton Green,51.61528679,-0.065311972
04/07/2011 14:38,260,260,Bird,E05000209,Southgate Green,NULL,NULL
05/07/2011 15:33,260,260,Dog,E05000116,Crystal Palace,NULL,NULL
05/07/2011 21:51,260,520,Bird,E05000644,St. James's,51.50730472,-0.122342442
06/07/2011 08:02,260,520,Horse,E05000495,Aldborough,51.58300851,0.116693197
06/07/2011 08:37,260,260,Cat,E05011473,Norbury Park,NULL,NULL
06/07/2011 09:14,260,260,Bird,E05000638,Lancaster Gate,51.51094693,-0.186943574
06/07/2011 15:19,260,260,Cat,E05000417,Brixton Hill,NULL,NULL
06/07/2011 16:20,260,260,Bird,E05009387,Woodberry Down,NULL,NULL
06/07/2011 21:19,260,260,Dog,E05000276,Northumberland Park,51.60785644,-0.066797592
07/07/2011 00:30,260,520,Cat,E05009405,Stanley,NULL,NULL
07/07/2011 08:36,260,260,Dog,E05000176,Elthorne,51.50421271,-0.343320137
07/07/2011 11:57,260,260,Cat,E05000043,Brunswick Park,NULL,NULL
07/07/2011 19:59,260,260,Bird,E05011466,Coulsdon Town,51.31962485,-0.147208741
08/07/2011 10:40,260,260,Cat,E05000100,Stonebridge,NULL,NULL
08/07/2011 17:58,260,260,Cat,E05011116,South Bermondsey,NULL,NULL
08/07/2011 21:31,260,260,Bird,E05000606,Markhouse,51.57608048,-0.030231159
09/07/2011 10:05,260,260,Cat,E05000469,Raynes Park,NULL,NULL
